Name	Start	Duration	Time Format	Type	Description
C-100	0:00.734	0:00.000	decimal	Cue	
C-75	0:01.087	0:00.000	decimal	Cue	
C-100	0:01.441	0:00.000	decimal	Cue	
S-75	0:02.150	0:00.000	decimal	Cue	
C-100	0:02.509	0:00.000	decimal	Cue	
SE-75	0:02.859	0:00.000	decimal	Cue	
C-100	0:03.553	0:00.000	decimal	Cue	
C-75	0:03.913	0:00.000	decimal	Cue	
C-75	0:04.254	0:00.000	decimal	Cue	
C-75	0:04.613	0:00.000	decimal	Cue	
C-75	0:04.965	0:00.000	decimal	Cue	
C-75	0:05.319	0:00.000	decimal	Cue	
C-75	0:05.673	0:00.000	decimal	Cue	
T-100	0:06.219	0:00.000	decimal	Cue	
S-75	0:06.368	0:00.000	decimal	Cue	
C-100	0:06.741	0:00.000	decimal	Cue	
SE-75	0:06.934	0:00.000	decimal	Cue	
C-75	0:07.101	0:00.000	decimal	Cue	
C-50	0:07.440	0:00.000	decimal	Cue	
S-125	0:07.806	0:00.000	decimal	Cue	
SE-125	0:08.508	0:00.000	decimal	Cue	
S-100	0:09.213	0:00.000	decimal	Cue	
C-75	0:09.560	0:00.000	decimal	Cue	
SE-100	0:09.753	0:00.000	decimal	Cue	
C-100	0:09.914	0:00.000	decimal	Cue	
C-75	0:10.268	0:00.000	decimal	Cue	
S-75	0:10.621	0:00.000	decimal	Cue	
SE-75	0:10.721	0:00.000	decimal	Cue	
S-75	0:10.969	0:00.000	decimal	Cue	
SE-75	0:11.069	0:00.000	decimal	Cue	
S-100	0:11.329	0:00.000	decimal	Cue	
SE-100	0:11.681	0:00.000	decimal	Cue	
S-75	0:12.034	0:00.000	decimal	Cue	
C-75	0:12.034	0:00.000	decimal	Cue	
C-75	0:12.385	0:00.000	decimal	Cue	
SE-75	0:13.092	0:00.000	decimal	Cue	
C-125	0:13.796	0:00.000	decimal	Cue	
C-50	0:14.503	0:00.000	decimal	Cue	
S-100	0:14.863	0:00.000	decimal	Cue	
SE-100	0:15.211	0:00.000	decimal	Cue	
C-100	0:15.564	0:00.000	decimal	Cue	
C-100	0:15.744	0:00.000	decimal	Cue	
C-100	0:15.918	0:00.000	decimal	Cue	
S-100	0:16.272	0:00.000	decimal	Cue	
SE-100	0:16.452	0:00.000	decimal	Cue	
S-100	0:16.625	0:00.000	decimal	Cue	
SE-100	0:16.805	0:00.000	decimal	Cue	
S-75	0:16.973	0:00.000	decimal	Cue	
SE-75	0:17.165	0:00.000	decimal	Cue	
S-75	0:17.339	0:00.000	decimal	Cue	
SE-75	0:17.513	0:00.000	decimal	Cue	
C-125	0:17.673	0:00.000	decimal	Cue	
C-75	0:18.039	0:00.000	decimal	Cue	
C-75	0:18.219	0:00.000	decimal	Cue	
C-75	0:18.387	0:00.000	decimal	Cue	
C-75	0:18.734	0:00.000	decimal	Cue	
T-100	0:19.262	0:00.000	decimal	Cue	
S-75	0:19.797	0:00.000	decimal	Cue	
SE-75	0:20.157	0:00.000	decimal	Cue	
S-100	0:20.501	0:00.000	decimal	Cue	
C-75	0:20.855	0:00.000	decimal	Cue	
SE-100	0:21.209	0:00.000	decimal	Cue	
C-75	0:21.564	0:00.000	decimal	Cue	
T-100	0:22.090	0:00.000	decimal	Cue	
C-100	0:22.264	0:00.000	decimal	Cue	
