Name	Start	Duration	Time Format	Type	Description
C-50	0:00.928	0:00.000	decimal	Cue	
C-75	0:01.365	0:00.000	decimal	Cue	
S-75	0:01.365	0:00.000	decimal	Cue	
C-75	0:01.806	0:00.000	decimal	Cue	
SE-75	0:02.241	0:00.000	decimal	Cue	
C-75	0:02.241	0:00.000	decimal	Cue	
C-50	0:02.687	0:00.000	decimal	Cue	
C-75	0:03.126	0:00.000	decimal	Cue	
C-75	0:03.568	0:00.000	decimal	Cue	
C-75	0:04.007	0:00.000	decimal	Cue	
S-75	0:04.453	0:00.000	decimal	Cue	
C-50	0:04.453	0:00.000	decimal	Cue	
C-50	0:04.900	0:00.000	decimal	Cue	
SE-75	0:04.900	0:00.000	decimal	Cue	
C-75	0:05.335	0:00.000	decimal	Cue	
C-75	0:05.777	0:00.000	decimal	Cue	
T-75	0:06.436	0:00.000	decimal	Cue	
C-75	0:06.655	0:00.000	decimal	Cue	
S-100	0:07.000	0:00.000	decimal	Cue	
T-125	0:07.538	0:00.000	decimal	Cue	
SE-100	0:07.538	0:00.000	decimal	Cue	
C-50	0:07.764	0:00.000	decimal	Cue	
S-100	0:07.982	0:00.000	decimal	Cue	
C-100	0:08.437	0:00.000	decimal	Cue	
C-100	0:08.874	0:00.000	decimal	Cue	
C-75	0:09.311	0:00.000	decimal	Cue	
C-75	0:09.751	0:00.000	decimal	Cue	
C-75	0:10.200	0:00.000	decimal	Cue	
C-75	0:10.632	0:00.000	decimal	Cue	
C-75	0:11.072	0:00.000	decimal	Cue	
C-75	0:11.516	0:00.000	decimal	Cue	
SE-100	0:11.960	0:00.000	decimal	Cue	
C-75	0:12.400	0:00.000	decimal	Cue	
C-75	0:12.837	0:00.000	decimal	Cue	
C-75	0:13.284	0:00.000	decimal	Cue	
C-75	0:13.718	0:00.000	decimal	Cue	
C-75	0:14.165	0:00.000	decimal	Cue	
C-75	0:14.600	0:00.000	decimal	Cue	
S-100	0:15.042	0:00.000	decimal	Cue	
SE-100	0:15.122	0:00.000	decimal	Cue	
S-100	0:15.482	0:00.000	decimal	Cue	
C-100	0:15.922	0:00.000	decimal	Cue	
C-100	0:16.363	0:00.000	decimal	Cue	
SE-100	0:16.809	0:00.000	decimal	Cue	
C-75	0:16.809	0:00.000	decimal	Cue	
C-75	0:17.248	0:00.000	decimal	Cue	
C-75	0:17.694	0:00.000	decimal	Cue	
C-75	0:18.131	0:00.000	decimal	Cue	
S-75	0:18.571	0:00.000	decimal	Cue	
C-75	0:18.571	0:00.000	decimal	Cue	
SE-75	0:19.013	0:00.000	decimal	Cue	
C-75	0:19.457	0:00.000	decimal	Cue	
C-75	0:19.900	0:00.000	decimal	Cue	
C-75	0:20.341	0:00.000	decimal	Cue	
C-75	0:20.776	0:00.000	decimal	Cue	
C-75	0:21.220	0:00.000	decimal	Cue	
T-125	0:22.100	0:00.000	decimal	Cue	
C-50	0:22.541	0:00.000	decimal	Cue	
T-125	0:22.983	0:00.000	decimal	Cue	
S-75	0:23.425	0:00.000	decimal	Cue	
SE-75	0:23.505	0:00.000	decimal	Cue	
C-75	0:23.750	0:00.000	decimal	Cue	
C-50	0:24.084	0:00.000	decimal	Cue	
C-75	0:24.300	0:00.000	decimal	Cue	
C-75	0:24.743	0:00.000	decimal	Cue	
C-50	0:24.969	0:00.000	decimal	Cue	
C-75	0:25.181	0:00.000	decimal	Cue	
C-75	0:25.629	0:00.000	decimal	Cue	
C-50	0:25.852	0:00.000	decimal	Cue	
C-75	0:26.067	0:00.000	decimal	Cue	
C-75	0:26.513	0:00.000	decimal	Cue	
C-50	0:26.733	0:00.000	decimal	Cue	
C-75	0:26.955	0:00.000	decimal	Cue	
C-75	0:27.400	0:00.000	decimal	Cue	
C-50	0:27.615	0:00.000	decimal	Cue	
C-75	0:27.832	0:00.000	decimal	Cue	
C-75	0:28.276	0:00.000	decimal	Cue	
C-50	0:28.500	0:00.000	decimal	Cue	
C-75	0:28.726	0:00.000	decimal	Cue	
C-75	0:29.164	0:00.000	decimal	Cue	
C-75	0:29.600	0:00.000	decimal	Cue	
C-75	0:30.046	0:00.000	decimal	Cue	
C-75	0:30.486	0:00.000	decimal	Cue	
C-75	0:30.929	0:00.000	decimal	Cue	
C-75	0:31.367	0:00.000	decimal	Cue	
C-75	0:31.812	0:00.000	decimal	Cue	
C-75	0:32.249	0:00.000	decimal	Cue	
C-100	0:32.694	0:00.000	decimal	Cue	
C-100	0:32.915	0:00.000	decimal	Cue	
C-100	0:33.139	0:00.000	decimal	Cue	
C-100	0:33.356	0:00.000	decimal	Cue	
C-100	0:33.577	0:00.000	decimal	Cue	
C-100	0:33.800	0:00.000	decimal	Cue	
C-100	0:34.020	0:00.000	decimal	Cue	
C-100	0:34.237	0:00.000	decimal	Cue	
