Name	Start	Duration	Time Format	Type	Description
C-50	0:00.464	0:00.000	decimal	Cue	
C-50	0:00.835	0:00.000	decimal	Cue	
C-50	0:01.206	0:00.000	decimal	Cue	
S-50	0:01.575	0:00.000	decimal	Cue	
SE-50	0:01.946	0:00.000	decimal	Cue	
C-50	0:02.315	0:00.000	decimal	Cue	
T-50	0:02.871	0:00.000	decimal	Cue	
C-50	0:03.056	0:00.000	decimal	Cue	
C-50	0:03.425	0:00.000	decimal	Cue	
C-50	0:03.797	0:00.000	decimal	Cue	
C-50	0:04.170	0:00.000	decimal	Cue	
S-50	0:04.539	0:00.000	decimal	Cue	
SE-50	0:04.909	0:00.000	decimal	Cue	
C-50	0:05.280	0:00.000	decimal	Cue	
T-50	0:05.649	0:00.000	decimal	Cue	
C-50	0:05.833	0:00.000	decimal	Cue	
S-50	0:06.018	0:00.000	decimal	Cue	
C-50	0:06.391	0:00.000	decimal	Cue	
C-50	0:06.762	0:00.000	decimal	Cue	
C-50	0:07.131	0:00.000	decimal	Cue	
C-50	0:07.502	0:00.000	decimal	Cue	
C-50	0:07.872	0:00.000	decimal	Cue	
SE-50	0:08.242	0:00.000	decimal	Cue	
C-75	0:08.611	0:00.000	decimal	Cue	
C-75	0:08.796	0:00.000	decimal	Cue	
S-75	0:08.978	0:00.000	decimal	Cue	
C-75	0:10.463	0:00.000	decimal	Cue	
T-75	0:10.463	0:00.000	decimal	Cue	
C-75	0:11.019	0:00.000	decimal	Cue	
SE-75	0:11.019	0:00.000	decimal	Cue	
T-75	0:11.019	0:00.000	decimal	Cue	
C-75	0:11.577	0:00.000	decimal	Cue	
C-75	0:11.670	0:00.000	decimal	Cue	
C-75	0:11.761	0:00.000	decimal	Cue	
C-75	0:11.853	0:00.000	decimal	Cue	
S-75	0:11.946	0:00.000	decimal	Cue	
SE-75	0:12.311	0:00.000	decimal	Cue	
C-75	0:12.311	0:00.000	decimal	Cue	
C-50	0:12.689	0:00.000	decimal	Cue	
S-75	0:13.053	0:00.000	decimal	Cue	
C-75	0:13.053	0:00.000	decimal	Cue	
SE-75	0:13.123	0:00.000	decimal	Cue	
S-75	0:13.427	0:00.000	decimal	Cue	
T-75	0:13.794	0:00.000	decimal	Cue	
T-75	0:14.172	0:00.000	decimal	Cue	
SE-75	0:14.535	0:00.000	decimal	Cue	
C-50	0:14.907	0:00.000	decimal	Cue	
C-50	0:15.275	0:00.000	decimal	Cue	
C-50	0:15.465	0:00.000	decimal	Cue	
C-50	0:15.652	0:00.000	decimal	Cue	
C-50	0:16.016	0:00.000	decimal	Cue	
S-75	0:16.387	0:00.000	decimal	Cue	
SE-75	0:17.133	0:00.000	decimal	Cue	
T-50	0:17.503	0:00.000	decimal	Cue	
C-50	0:17.690	0:00.000	decimal	Cue	
S-75	0:17.872	0:00.000	decimal	Cue	
SE-75	0:17.942	0:00.000	decimal	Cue	
C-75	0:18.243	0:00.000	decimal	Cue	
S-75	0:18.617	0:00.000	decimal	Cue	
SE-75	0:18.687	0:00.000	decimal	Cue	
C-75	0:18.977	0:00.000	decimal	Cue	
T-50	0:19.536	0:00.000	decimal	Cue	
T-50	0:19.904	0:00.000	decimal	Cue	
S-75	0:20.095	0:00.000	decimal	Cue	
C-75	0:20.095	0:00.000	decimal	Cue	
SE-75	0:20.460	0:00.000	decimal	Cue	
C-75	0:20.460	0:00.000	decimal	Cue	
S-75	0:20.835	0:00.000	decimal	Cue	
T-75	0:21.574	0:00.000	decimal	Cue	
SE-75	0:21.574	0:00.000	decimal	Cue	
C-75	0:21.942	0:00.000	decimal	Cue	
S-75	0:22.319	0:00.000	decimal	Cue	
SE-75	0:22.684	0:00.000	decimal	Cue	
T-75	0:23.152	0:00.000	decimal	Cue	
C-75	0:23.796	0:00.000	decimal	Cue	
S-75	0:23.796	0:00.000	decimal	Cue	
SE-75	0:24.173	0:00.000	decimal	Cue	
C-75	0:24.315	0:00.000	decimal	Cue	
