Name	Start	Duration	Time Format	Type	Description
C-50	0:00.785	0:00.000	decimal	Cue	
C-50	0:01.527	0:00.000	decimal	Cue	
C-50	0:02.261	0:00.000	decimal	Cue	
C-50	0:03.004	0:00.000	decimal	Cue	
T-75	0:03.559	0:00.000	decimal	Cue	
S-75	0:03.744	0:00.000	decimal	Cue	
C-75	0:05.225	0:00.000	decimal	Cue	
T-75	0:06.517	0:00.000	decimal	Cue	
SE-75	0:06.517	0:00.000	decimal	Cue	
S-75	0:06.698	0:00.000	decimal	Cue	
C-100	0:07.444	0:00.000	decimal	Cue	
C-100	0:08.178	0:00.000	decimal	Cue	
C-100	0:08.919	0:00.000	decimal	Cue	
T-75	0:09.472	0:00.000	decimal	Cue	
SE-75	0:09.472	0:00.000	decimal	Cue	
C-75	0:09.656	0:00.000	decimal	Cue	
C-75	0:10.397	0:00.000	decimal	Cue	
C-75	0:11.132	0:00.000	decimal	Cue	
C-75	0:11.685	0:00.000	decimal	Cue	
T-50	0:12.421	0:00.000	decimal	Cue	
S-75	0:12.620	0:00.000	decimal	Cue	
C-75	0:12.894	0:00.000	decimal	Cue	
C-75	0:13.173	0:00.000	decimal	Cue	
SE-75	0:13.453	0:00.000	decimal	Cue	
C-75	0:13.719	0:00.000	decimal	Cue	
C-75	0:13.911	0:00.000	decimal	Cue	
S-75	0:14.097	0:00.000	decimal	Cue	
C-75	0:14.376	0:00.000	decimal	Cue	
C-75	0:14.650	0:00.000	decimal	Cue	
SE-75	0:14.838	0:00.000	decimal	Cue	
C-75	0:15.199	0:00.000	decimal	Cue	
C-75	0:15.391	0:00.000	decimal	Cue	
S-50	0:15.573	0:00.000	decimal	Cue	
SE-50	0:16.306	0:00.000	decimal	Cue	
S-75	0:17.045	0:00.000	decimal	Cue	
T-75	0:18.348	0:00.000	decimal	Cue	
SE-75	0:18.529	0:00.000	decimal	Cue	
C-100	0:18.529	0:00.000	decimal	Cue	
C-100	0:19.263	0:00.000	decimal	Cue	
