Name	Start	Duration	Time Format	Type	Description
C-75	0:00.840	0:00.000	decimal	Cue	
C-75	0:01.430	0:00.000	decimal	Cue	
S-100	0:01.736	0:00.000	decimal	Cue	
C-75	0:02.028	0:00.000	decimal	Cue	
C-75	0:02.130	0:00.000	decimal	Cue	
C-75	0:02.236	0:00.000	decimal	Cue	
SE-75	0:02.437	0:00.000	decimal	Cue	
C-75	0:02.728	0:00.000	decimal	Cue	
C-75	0:03.032	0:00.000	decimal	Cue	
S-100	0:03.353	0:00.000	decimal	Cue	
C-75	0:03.633	0:00.000	decimal	Cue	
C-75	0:03.730	0:00.000	decimal	Cue	
C-75	0:03.836	0:00.000	decimal	Cue	
SE-75	0:04.027	0:00.000	decimal	Cue	
C-75	0:04.227	0:00.000	decimal	Cue	
C-75	0:04.628	0:00.000	decimal	Cue	
S-100	0:04.940	0:00.000	decimal	Cue	
C-75	0:05.232	0:00.000	decimal	Cue	
C-75	0:05.331	0:00.000	decimal	Cue	
C-75	0:05.435	0:00.000	decimal	Cue	
SE-75	0:05.635	0:00.000	decimal	Cue	
C-75	0:05.830	0:00.000	decimal	Cue	
C-75	0:06.228	0:00.000	decimal	Cue	
S-100	0:06.429	0:00.000	decimal	Cue	
C-75	0:06.528	0:00.000	decimal	Cue	
C-75	0:06.627	0:00.000	decimal	Cue	
C-75	0:06.736	0:00.000	decimal	Cue	
C-75	0:06.832	0:00.000	decimal	Cue	
C-75	0:06.934	0:00.000	decimal	Cue	
C-75	0:07.033	0:00.000	decimal	Cue	
C-75	0:07.131	0:00.000	decimal	Cue	
SE-75	0:07.233	0:00.000	decimal	Cue	
C-75	0:07.451	0:00.000	decimal	Cue	
C-75	0:07.829	0:00.000	decimal	Cue	
S-100	0:08.131	0:00.000	decimal	Cue	
C-75	0:08.433	0:00.000	decimal	Cue	
C-75	0:08.529	0:00.000	decimal	Cue	
C-75	0:08.628	0:00.000	decimal	Cue	
C-75	0:08.727	0:00.000	decimal	Cue	
SE-75	0:08.831	0:00.000	decimal	Cue	
C-75	0:09.129	0:00.000	decimal	Cue	
C-75	0:09.433	0:00.000	decimal	Cue	
S-100	0:09.732	0:00.000	decimal	Cue	
C-75	0:10.032	0:00.000	decimal	Cue	
C-75	0:10.131	0:00.000	decimal	Cue	
C-75	0:10.230	0:00.000	decimal	Cue	
SE-75	0:10.431	0:00.000	decimal	Cue	
C-75	0:10.632	0:00.000	decimal	Cue	
C-75	0:11.035	0:00.000	decimal	Cue	
S-100	0:11.330	0:00.000	decimal	Cue	
C-75	0:11.629	0:00.000	decimal	Cue	
C-75	0:11.731	0:00.000	decimal	Cue	
C-75	0:11.830	0:00.000	decimal	Cue	
C-75	0:11.931	0:00.000	decimal	Cue	
SE-75	0:12.030	0:00.000	decimal	Cue	
C-75	0:12.334	0:00.000	decimal	Cue	
C-75	0:12.629	0:00.000	decimal	Cue	
S-100	0:12.831	0:00.000	decimal	Cue	
C-75	0:12.932	0:00.000	decimal	Cue	
C-75	0:13.138	0:00.000	decimal	Cue	
C-75	0:13.331	0:00.000	decimal	Cue	
C-75	0:13.529	0:00.000	decimal	Cue	
SE-75	0:13.628	0:00.000	decimal	Cue	
S-100	0:13.834	0:00.000	decimal	Cue	
SE-75	0:15.030	0:00.000	decimal	Cue	
C-75	0:15.429	0:00.000	decimal	Cue	
C-75	0:15.538	0:00.000	decimal	Cue	
C-75	0:15.627	0:00.000	decimal	Cue	
C-75	0:15.744	0:00.000	decimal	Cue	
C-75	0:16.036	0:00.000	decimal	Cue	
C-75	0:16.342	0:00.000	decimal	Cue	
C-75	0:16.648	0:00.000	decimal	Cue	
S-100	0:16.844	0:00.000	decimal	Cue	
SE-75	0:17.250	0:00.000	decimal	Cue	
C-75	0:17.448	0:00.000	decimal	Cue	
C-75	0:17.549	0:00.000	decimal	Cue	
C-75	0:17.653	0:00.000	decimal	Cue	
C-75	0:18.030	0:00.000	decimal	Cue	
S-100	0:18.236	0:00.000	decimal	Cue	
C-75	0:18.637	0:00.000	decimal	Cue	
C-75	0:19.035	0:00.000	decimal	Cue	
C-75	0:19.233	0:00.000	decimal	Cue	
C-75	0:19.444	0:00.000	decimal	Cue	
C-75	0:19.644	0:00.000	decimal	Cue	
C-75	0:19.844	0:00.000	decimal	Cue	
SE-75	0:20.030	0:00.000	decimal	Cue	
C-75	0:20.239	0:00.000	decimal	Cue	
C-75	0:20.434	0:00.000	decimal	Cue	
C-75	0:20.634	0:00.000	decimal	Cue	
C-75	0:20.833	0:00.000	decimal	Cue	
C-75	0:21.148	0:00.000	decimal	Cue	
C-75	0:21.430	0:00.000	decimal	Cue	
S-100	0:21.647	0:00.000	decimal	Cue	
C-75	0:21.942	0:00.000	decimal	Cue	
C-75	0:22.246	0:00.000	decimal	Cue	
C-75	0:22.548	0:00.000	decimal	Cue	
C-75	0:22.845	0:00.000	decimal	Cue	
SE-75	0:23.033	0:00.000	decimal	Cue	
S-100	0:23.243	0:00.000	decimal	Cue	
C-75	0:23.833	0:00.000	decimal	Cue	
C-75	0:23.947	0:00.000	decimal	Cue	
C-75	0:24.043	0:00.000	decimal	Cue	
SE-75	0:24.221	0:00.000	decimal	Cue	
C-75	0:24.439	0:00.000	decimal	Cue	
C-75	0:24.538	0:00.000	decimal	Cue	
S-100	0:24.644	0:00.000	decimal	Cue	
C-75	0:25.022	0:00.000	decimal	Cue	
C-75	0:25.435	0:00.000	decimal	Cue	
C-75	0:25.823	0:00.000	decimal	Cue	
C-75	0:26.046	0:00.000	decimal	Cue	
SE-75	0:26.239	0:00.000	decimal	Cue	
C-75	0:26.622	0:00.000	decimal	Cue	
C-75	0:27.237	0:00.000	decimal	Cue	
C-75	0:27.427	0:00.000	decimal	Cue	
C-75	0:27.828	0:00.000	decimal	Cue	
C-75	0:28.232	0:00.000	decimal	Cue	
C-75	0:28.341	0:00.000	decimal	Cue	
C-75	0:28.448	0:00.000	decimal	Cue	
C-75	0:28.549	0:00.000	decimal	Cue	
C-75	0:28.853	0:00.000	decimal	Cue	
C-75	0:29.142	0:00.000	decimal	Cue	
C-75	0:29.440	0:00.000	decimal	Cue	
S-100	0:29.653	0:00.000	decimal	Cue	
C-75	0:30.244	0:00.000	decimal	Cue	
C-75	0:30.347	0:00.000	decimal	Cue	
C-75	0:30.449	0:00.000	decimal	Cue	
C-75	0:30.827	0:00.000	decimal	Cue	
C-75	0:30.941	0:00.000	decimal	Cue	
C-75	0:31.053	0:00.000	decimal	Cue	
C-75	0:31.436	0:00.000	decimal	Cue	
C-75	0:31.842	0:00.000	decimal	Cue	
C-75	0:32.040	0:00.000	decimal	Cue	
C-75	0:32.233	0:00.000	decimal	Cue	
C-75	0:32.436	0:00.000	decimal	Cue	
SE-75	0:32.627	0:00.000	decimal	Cue	
C-75	0:33.048	0:00.000	decimal	Cue	
C-75	0:33.142	0:00.000	decimal	Cue	
C-75	0:33.229	0:00.000	decimal	Cue	
C-75	0:33.335	0:00.000	decimal	Cue	
C-75	0:33.436	0:00.000	decimal	Cue	
C-75	0:33.629	0:00.000	decimal	Cue	
C-75	0:33.946	0:00.000	decimal	Cue	
C-75	0:34.231	0:00.000	decimal	Cue	
S-100	0:34.428	0:00.000	decimal	Cue	
C-75	0:34.748	0:00.000	decimal	Cue	
C-75	0:35.044	0:00.000	decimal	Cue	
C-75	0:35.348	0:00.000	decimal	Cue	
C-75	0:35.645	0:00.000	decimal	Cue	
SE-75	0:35.838	0:00.000	decimal	Cue	
S-100	0:36.058	0:00.000	decimal	Cue	
C-75	0:36.622	0:00.000	decimal	Cue	
C-75	0:36.753	0:00.000	decimal	Cue	
C-75	0:36.850	0:00.000	decimal	Cue	
SE-75	0:37.018	0:00.000	decimal	Cue	
C-75	0:37.232	0:00.000	decimal	Cue	
S-100	0:37.430	0:00.000	decimal	Cue	
SE-75	0:37.838	0:00.000	decimal	Cue	
C-75	0:38.044	0:00.000	decimal	Cue	
C-75	0:38.246	0:00.000	decimal	Cue	
C-75	0:38.432	0:00.000	decimal	Cue	
C-75	0:38.630	0:00.000	decimal	Cue	
C-75	0:38.854	0:00.000	decimal	Cue	
C-75	0:39.230	0:00.000	decimal	Cue	
C-75	0:39.522	0:00.000	decimal	Cue	
C-75	0:39.826	0:00.000	decimal	Cue	
S-100	0:40.135	0:00.000	decimal	Cue	
C-75	0:40.437	0:00.000	decimal	Cue	
C-75	0:40.528	0:00.000	decimal	Cue	
C-75	0:40.632	0:00.000	decimal	Cue	
C-75	0:40.738	0:00.000	decimal	Cue	
SE-75	0:40.832	0:00.000	decimal	Cue	
C-75	0:41.129	0:00.000	decimal	Cue	
C-75	0:41.426	0:00.000	decimal	Cue	
S-100	0:41.732	0:00.000	decimal	Cue	
C-75	0:42.036	0:00.000	decimal	Cue	
C-75	0:42.132	0:00.000	decimal	Cue	
C-75	0:42.234	0:00.000	decimal	Cue	
C-75	0:42.345	0:00.000	decimal	Cue	
SE-75	0:42.432	0:00.000	decimal	Cue	
C-75	0:42.731	0:00.000	decimal	Cue	
C-75	0:43.030	0:00.000	decimal	Cue	
S-100	0:43.337	0:00.000	decimal	Cue	
C-75	0:43.634	0:00.000	decimal	Cue	
C-75	0:43.730	0:00.000	decimal	Cue	
C-75	0:43.839	0:00.000	decimal	Cue	
C-75	0:43.935	0:00.000	decimal	Cue	
SE-75	0:44.039	0:00.000	decimal	Cue	
C-75	0:44.334	0:00.000	decimal	Cue	
C-75	0:44.633	0:00.000	decimal	Cue	
S-100	0:44.841	0:00.000	decimal	Cue	
C-75	0:44.937	0:00.000	decimal	Cue	
C-75	0:45.039	0:00.000	decimal	Cue	
C-75	0:45.133	0:00.000	decimal	Cue	
C-75	0:45.232	0:00.000	decimal	Cue	
C-75	0:45.336	0:00.000	decimal	Cue	
SE-75	0:45.427	0:00.000	decimal	Cue	
C-75	0:45.634	0:00.000	decimal	Cue	
C-75	0:45.933	0:00.000	decimal	Cue	
C-75	0:46.233	0:00.000	decimal	Cue	
S-100	0:46.549	0:00.000	decimal	Cue	
C-75	0:46.829	0:00.000	decimal	Cue	
C-75	0:46.933	0:00.000	decimal	Cue	
C-75	0:47.032	0:00.000	decimal	Cue	
C-75	0:47.131	0:00.000	decimal	Cue	
SE-75	0:47.229	0:00.000	decimal	Cue	
C-75	0:47.531	0:00.000	decimal	Cue	
C-75	0:47.829	0:00.000	decimal	Cue	
S-100	0:48.145	0:00.000	decimal	Cue	
C-75	0:48.430	0:00.000	decimal	Cue	
C-75	0:48.532	0:00.000	decimal	Cue	
C-75	0:48.629	0:00.000	decimal	Cue	
C-75	0:48.720	0:00.000	decimal	Cue	
SE-75	0:48.830	0:00.000	decimal	Cue	
C-75	0:49.134	0:00.000	decimal	Cue	
C-75	0:49.428	0:00.000	decimal	Cue	
S-100	0:49.735	0:00.000	decimal	Cue	
