Name	Start	Duration	Time Format	Type	Description
S-100	0:02.088	0:00.000	decimal	Cue	
SE-100	0:06.062	0:00.000	decimal	Cue	
S-100	0:08.000	0:00.000	decimal	Cue	
SE-100	0:11.000	0:00.000	decimal	Cue	
S-100	0:12.000	0:00.000	decimal	Cue	
SE-100 	0:13.500	0:00.000	decimal	Cue	
S-100	0:14.000	0:00.000	decimal	Cue	
SE-100	0:15.000	0:00.000	decimal	Cue	
C-125	0:16.000	0:00.000	decimal	Cue	
C-125	0:16.500	0:00.000	decimal	Cue	
C-125	0:17.000	0:00.000	decimal	Cue	
C-125	0:17.500	0:00.000	decimal	Cue	
C-125	0:18.000	0:00.000	decimal	Cue	
C-125	0:18.500	0:00.000	decimal	Cue	
S-100	0:19.000	0:00.000	decimal	Cue	
SE-100	0:19.700	0:00.000	decimal	Cue	
S-100	0:20.000	0:00.000	decimal	Cue	
SE-100	0:20.300	0:00.000	decimal	Cue	
S-100	0:20.500	0:00.000	decimal	Cue	
SE-100	0:20.800	0:00.000	decimal	Cue	
S-100	0:21.000	0:00.000	decimal	Cue	
SE-100	0:22.000	0:00.000	decimal	Cue	
C-125	0:24.000	0:00.000	decimal	Cue	
C-125	0:24.500	0:00.000	decimal	Cue	
C-125	0:25.000	0:00.000	decimal	Cue	
C-125	0:25.500	0:00.000	decimal	Cue	
C-125	0:26.000	0:00.000	decimal	Cue	
C-125	0:26.500	0:00.000	decimal	Cue	
S-100	0:27.000	0:00.000	decimal	Cue	
SE-100	0:27.200	0:00.000	decimal	Cue	
S-100	0:27.500	0:00.000	decimal	Cue	
SE-100	0:27.800	0:00.000	decimal	Cue	
S-100 	0:28.000	0:00.000	decimal	Cue	
SE-100	0:28.200	0:00.000	decimal	Cue	
S-100	0:28.500	0:00.000	decimal	Cue	
SE-100	0:28.700	0:00.000	decimal	Cue	
S-100	0:29.000	0:00.000	decimal	Cue	
SE-100	0:29.500	0:00.000	decimal	Cue	
C-125	0:32.000	0:00.000	decimal	Cue	
C-125	0:32.500	0:00.000	decimal	Cue	
C-125	0:33.000	0:00.000	decimal	Cue	
C-125	0:33.500	0:00.000	decimal	Cue	
C-125	0:34.000	0:00.000	decimal	Cue	
S-100	0:35.000	0:00.000	decimal	Cue	
SE-100	0:35.700	0:00.000	decimal	Cue	
S-100	0:36.000	0:00.000	decimal	Cue	
SE-100	0:36.300	0:00.000	decimal	Cue	
S-100	0:36.500	0:00.000	decimal	Cue	
SE-100	0:36.800	0:00.000	decimal	Cue	
S-100	0:37.000	0:00.000	decimal	Cue	
SE-100	0:38.000	0:00.000	decimal	Cue	
C-125	0:40.000	0:00.000	decimal	Cue	
C-125	0:40.500	0:00.000	decimal	Cue	
C-125	0:41.000	0:00.000	decimal	Cue	
C-125	0:41.500	0:00.000	decimal	Cue	
C-125	0:42.000	0:00.000	decimal	Cue	
S-100 	0:43.000	0:00.000	decimal	Cue	
SE-100	0:43.300	0:00.000	decimal	Cue	
S-100	0:43.500	0:00.000	decimal	Cue	
SE-100	0:43.800	0:00.000	decimal	Cue	
S-100	0:44.000	0:00.000	decimal	Cue	
SE-100	0:44.300	0:00.000	decimal	Cue	
S-100	0:44.500	0:00.000	decimal	Cue	
SE-100	0:44.800	0:00.000	decimal	Cue	
S-100	0:45.000	0:00.000	decimal	Cue	
SE-100	0:45.500	0:00.000	decimal	Cue	
C-125	0:48.300	0:00.000	decimal	Cue	
C-125	0:48.500	0:00.000	decimal	Cue	
C-125	0:49.000	0:00.000	decimal	Cue	
C-125	0:49.200	0:00.000	decimal	Cue	
C-125	0:49.700	0:00.000	decimal	Cue	
C-125	0:50.000	0:00.000	decimal	Cue	
C-125	0:50.500	0:00.000	decimal	Cue	
C-125	0:50.800	0:00.000	decimal	Cue	
C-125	0:51.200	0:00.000	decimal	Cue	
C-125	0:51.700	0:00.000	decimal	Cue	
C-125	0:52.000	0:00.000	decimal	Cue	
C-125	0:52.200	0:00.000	decimal	Cue	
C-125	0:52.700	0:00.000	decimal	Cue	
C-125	0:53.000	0:00.000	decimal	Cue	
C-125	0:53.500	0:00.000	decimal	Cue	
C-125	0:53.700	0:00.000	decimal	Cue	
C-125	0:54.500	0:00.000	decimal	Cue	
C-125	0:54.700	0:00.000	decimal	Cue	
C-125	0:55.700	0:00.000	decimal	Cue	
C-125	0:56.300	0:00.000	decimal	Cue	
C-125	0:56.500	0:00.000	decimal	Cue	
C-125	0:57.000	0:00.000	decimal	Cue	
C-125	0:57.200	0:00.000	decimal	Cue	
C-125	0:57.800	0:00.000	decimal	Cue	
C-125	0:58.000	0:00.000	decimal	Cue	
C-125	0:58.500	0:00.000	decimal	Cue	
C-125	0:58.700	0:00.000	decimal	Cue	
C-125	0:59.300	0:00.000	decimal	Cue	
C-125	0:59.500	0:00.000	decimal	Cue	
C-125	0:59.800	0:00.000	decimal	Cue	
C-125	1:00.000	0:00.000	decimal	Cue	
C-125	1:00.300	0:00.000	decimal	Cue	
C-125	1:00.800	0:00.000	decimal	Cue	
C-125	1:01.000	0:00.000	decimal	Cue	
C-125	1:01.500	0:00.000	decimal	Cue	
C-125	1:01.800	0:00.000	decimal	Cue	
C-125	1:02.000	0:00.000	decimal	Cue	
C-125	1:02.200	0:00.000	decimal	Cue	
C-125	1:02.500	0:00.000	decimal	Cue	
C-125	1:02.800	0:00.000	decimal	Cue	
