Name	Start	Duration	Time Format	Type	Description
C-125	0:03.545	0:00.000	decimal	Cue	
C-125	0:03.950	0:00.000	decimal	Cue	
C-125	0:04.361	0:00.000	decimal	Cue	
C-125	0:04.769	0:00.000	decimal	Cue	
C-100	0:05.188	0:00.000	decimal	Cue	
C-100	0:05.593	0:00.000	decimal	Cue	
C-100	0:06.006	0:00.000	decimal	Cue	
T-100	0:06.414	0:00.000	decimal	Cue	
C-100	0:06.616	0:00.000	decimal	Cue	
C-100	0:08.272	0:00.000	decimal	Cue	
C-100	0:09.909	0:00.000	decimal	Cue	
C-100	0:11.554	0:00.000	decimal	Cue	
T-125	0:13.430	0:00.000	decimal	Cue	
T-125	0:14.245	0:00.000	decimal	Cue	
T-125	0:15.057	0:00.000	decimal	Cue	
T-125	0:15.871	0:00.000	decimal	Cue	
T-125	0:16.722	0:00.000	decimal	Cue	
T-125	0:17.523	0:00.000	decimal	Cue	
T-125	0:18.351	0:00.000	decimal	Cue	
T-125	0:19.171	0:00.000	decimal	Cue	
S-100	0:19.765	0:00.000	decimal	Cue	
SE-100	0:20.015	0:00.000	decimal	Cue	
S-100	0:20.582	0:00.000	decimal	Cue	
SE-100	0:20.832	0:00.000	decimal	Cue	
S-100	0:21.422	0:00.000	decimal	Cue	
SE-100	0:21.622	0:00.000	decimal	Cue	
S-100	0:22.239	0:00.000	decimal	Cue	
SE-100	0:22.445	0:00.000	decimal	Cue	
S-125	0:23.062	0:00.000	decimal	Cue	
SE-125	0:23.262	0:00.000	decimal	Cue	
S-125	0:23.471	0:00.000	decimal	Cue	
SE-125	0:23.674	0:00.000	decimal	Cue	
C-100	0:23.879	0:00.000	decimal	Cue	
C-100	0:24.082	0:00.000	decimal	Cue	
C-100	0:24.290	0:00.000	decimal	Cue	
S-100	0:24.717	0:00.000	decimal	Cue	
SE-100	0:25.943	0:00.000	decimal	Cue	
S-75	0:26.335	0:00.000	decimal	Cue	
C-75	0:26.335	0:00.000	decimal	Cue	
SE-75	0:26.565	0:00.000	decimal	Cue	
C-100	0:26.761	0:00.000	decimal	Cue	
S-100	0:27.168	0:00.000	decimal	Cue	
C-100	0:27.168	0:00.000	decimal	Cue	
SE-100	0:27.375	0:00.000	decimal	Cue	
C-100	0:27.583	0:00.000	decimal	Cue	
S-100	0:28.000	0:00.000	decimal	Cue	
SE-100	0:28.405	0:00.000	decimal	Cue	
C-75	0:28.808	0:00.000	decimal	Cue	
C-75	0:29.227	0:00.000	decimal	Cue	
S-100	0:29.645	0:00.000	decimal	Cue	
C-75	0:30.044	0:00.000	decimal	Cue	
SE-100	0:30.459	0:00.000	decimal	Cue	
C-75	0:30.870	0:00.000	decimal	Cue	
S-100	0:31.281	0:00.000	decimal	Cue	
SE-100	0:32.920	0:00.000	decimal	Cue	
C-75	0:33.335	0:00.000	decimal	Cue	
C-75	0:33.742	0:00.000	decimal	Cue	
C-75	0:34.157	0:00.000	decimal	Cue	
C-75	0:34.568	0:00.000	decimal	Cue	
C-75	0:34.971	0:00.000	decimal	Cue	
C-75	0:35.382	0:00.000	decimal	Cue	
C-75	0:35.797	0:00.000	decimal	Cue	
S-100	0:36.212	0:00.000	decimal	Cue	
C-100	0:36.636	0:00.000	decimal	Cue	
SE-100	0:36.636	0:00.000	decimal	Cue	
S-100	0:37.031	0:00.000	decimal	Cue	
C-100	0:37.031	0:00.000	decimal	Cue	
SE-100	0:37.238	0:00.000	decimal	Cue	
C-100	0:37.442	0:00.000	decimal	Cue	
S-75	0:37.857	0:00.000	decimal	Cue	
SE-75	0:39.084	0:00.000	decimal	Cue	
S-100	0:39.489	0:00.000	decimal	Cue	
C-100	0:39.907	0:00.000	decimal	Cue	
C-100	0:40.318	0:00.000	decimal	Cue	
SE-100	0:40.729	0:00.000	decimal	Cue	
C-125	0:40.729	0:00.000	decimal	Cue	
S-125	0:41.152	0:00.000	decimal	Cue	
SE-125	0:42.377	0:00.000	decimal	Cue	
C-125	0:42.800	0:00.000	decimal	Cue	
C-100	0:43.189	0:00.000	decimal	Cue	
C-75	0:43.612	0:00.000	decimal	Cue	
S-100	0:44.013	0:00.000	decimal	Cue	
C-100	0:44.013	0:00.000	decimal	Cue	
C-100	0:44.424	0:00.000	decimal	Cue	
SE-100	0:46.066	0:00.000	decimal	Cue	
T-75	0:49.367	0:00.000	decimal	Cue	
C-125	0:52.647	0:00.000	decimal	Cue	
T-125	0:53.065	0:00.000	decimal	Cue	
C-125	0:53.459	0:00.000	decimal	Cue	
T-125	0:53.878	0:00.000	decimal	Cue	
C-125	0:54.293	0:00.000	decimal	Cue	
T-125	0:54.701	0:00.000	decimal	Cue	
C-125	0:55.118	0:00.000	decimal	Cue	
T-125	0:55.520	0:00.000	decimal	Cue	
S-75	0:55.930	0:00.000	decimal	Cue	
SE-75	0:58.800	0:00.000	decimal	Cue	
S-100	0:59.217	0:00.000	decimal	Cue	
C-125	0:59.636	0:00.000	decimal	Cue	
C-125	1:00.453	0:00.000	decimal	Cue	
C-100	1:01.270	0:00.000	decimal	Cue	
C-100	1:02.097	0:00.000	decimal	Cue	
C-125	1:02.920	0:00.000	decimal	Cue	
C-75	1:03.743	0:00.000	decimal	Cue	
C-75	1:04.566	0:00.000	decimal	Cue	
SE-100	1:05.386	0:00.000	decimal	Cue	
S-100	1:05.801	0:00.000	decimal	Cue	
T-100	1:06.412	0:00.000	decimal	Cue	
T-100	1:07.244	0:00.000	decimal	Cue	
T-100	1:08.068	0:00.000	decimal	Cue	
SE-100	1:08.674	0:00.000	decimal	Cue	
S-100	1:09.086	0:00.000	decimal	Cue	
SE-100	1:10.314	0:00.000	decimal	Cue	
S-100	1:10.638	0:00.000	decimal	Cue	
SE-100	1:11.963	0:00.000	decimal	Cue	
C-75	1:12.374	0:00.000	decimal	Cue	
C-100	1:14.023	0:00.000	decimal	Cue	
C-100	1:15.657	0:00.000	decimal	Cue	
C-100	1:17.301	0:00.000	decimal	Cue	
T-75	1:18.958	0:00.000	decimal	Cue	
T-100	1:20.596	0:00.000	decimal	Cue	
C-125	1:22.237	0:00.000	decimal	Cue	
S-125	1:22.237	0:00.000	decimal	Cue	
SE-125	1:23.055	0:00.000	decimal	Cue	
S-125	1:23.877	0:00.000	decimal	Cue	
C-125	1:23.877	0:00.000	decimal	Cue	
SE-125	1:24.698	0:00.000	decimal	Cue	
C-125	1:24.698	0:00.000	decimal	Cue	
