Name	Start	Duration	Time Format	Type	Description
S-125	0:03.085	0:00.000	decimal	Cue	
SE-125	0:05.343	0:00.000	decimal	Cue	
S-125	0:06.093	0:00.000	decimal	Cue	
SE-125	0:08.905	0:00.000	decimal	Cue	
C-125	0:12.108	0:00.000	decimal	Cue	
C-125	0:13.226	0:00.000	decimal	Cue	
C-125	0:13.954	0:00.000	decimal	Cue	
C-125	0:14.716	0:00.000	decimal	Cue	
C-125	0:15.465	0:00.000	decimal	Cue	
C-125	0:16.225	0:00.000	decimal	Cue	
C-125	0:16.584	0:00.000	decimal	Cue	
C-125	0:16.958	0:00.000	decimal	Cue	
C-125	0:17.330	0:00.000	decimal	Cue	
C-125	0:17.707	0:00.000	decimal	Cue	
C-125	0:18.071	0:00.000	decimal	Cue	
C-125	0:19.208	0:00.000	decimal	Cue	
C-125	0:19.959	0:00.000	decimal	Cue	
C-125	0:20.713	0:00.000	decimal	Cue	
C-125	0:21.457	0:00.000	decimal	Cue	
C-125	0:22.206	0:00.000	decimal	Cue	
C-125	0:22.570	0:00.000	decimal	Cue	
C-125	0:22.960	0:00.000	decimal	Cue	
C-125	0:23.324	0:00.000	decimal	Cue	
C-125	0:23.708	0:00.000	decimal	Cue	
S-125	0:24.455	0:00.000	decimal	Cue	
SE-125	0:25.197	0:00.000	decimal	Cue	
S-125	0:25.574	0:00.000	decimal	Cue	
SE-125	0:26.520	0:00.000	decimal	Cue	
C-125	0:27.085	0:00.000	decimal	Cue	
C-125	0:27.850	0:00.000	decimal	Cue	
C-125	0:28.579	0:00.000	decimal	Cue	
C-125	0:29.326	0:00.000	decimal	Cue	
S-125	0:30.087	0:00.000	decimal	Cue	
SE-125	0:32.711	0:00.000	decimal	Cue	
S-125	0:33.095	0:00.000	decimal	Cue	
SE-125	0:35.702	0:00.000	decimal	Cue	
S-125	0:36.833	0:00.000	decimal	Cue	
C-125	0:37.580	0:00.000	decimal	Cue	
C-125	0:38.327	0:00.000	decimal	Cue	
C-125	0:39.074	0:00.000	decimal	Cue	
C-125	0:39.833	0:00.000	decimal	Cue	
C-125	0:40.580	0:00.000	decimal	Cue	
C-125	0:41.329	0:00.000	decimal	Cue	
T-125	0:42.276	0:00.000	decimal	Cue	
T-125	0:43.407	0:00.000	decimal	Cue	
T-125	0:45.274	0:00.000	decimal	Cue	
SE-125	0:47.713	0:00.000	decimal	Cue	
C-125	0:48.083	0:00.000	decimal	Cue	
C-125	0:49.591	0:00.000	decimal	Cue	
C-125	0:51.085	0:00.000	decimal	Cue	
C-125	0:52.581	0:00.000	decimal	Cue	
S-125	0:54.068	0:00.000	decimal	Cue	
SE-125	0:59.708	0:00.000	decimal	Cue	
C-125	1:00.083	0:00.000	decimal	Cue	
S-125	1:00.844	0:00.000	decimal	Cue	
C-125	1:01.591	0:00.000	decimal	Cue	
C-125	1:03.085	0:00.000	decimal	Cue	
C-125	1:04.578	0:00.000	decimal	Cue	
T-125	1:06.282	0:00.000	decimal	Cue	
T-125	1:07.792	0:00.000	decimal	Cue	
C-125	1:09.271	0:00.000	decimal	Cue	
C-125	1:09.837	0:00.000	decimal	Cue	
C-125	1:10.591	0:00.000	decimal	Cue	
T-125	1:11.345	0:00.000	decimal	Cue	
SE-125	1:12.077	0:00.000	decimal	Cue	
C-125	1:15.084	0:00.000	decimal	Cue	
T-125	1:18.453	0:00.000	decimal	Cue	
C-125	1:21.081	0:00.000	decimal	Cue	
C-125	1:21.457	0:00.000	decimal	Cue	
C-125	1:21.834	0:00.000	decimal	Cue	
C-125	1:22.211	0:00.000	decimal	Cue	
S-125	1:22.581	0:00.000	decimal	Cue	
SE-125	1:22.970	0:00.000	decimal	Cue	
S-125	1:23.330	0:00.000	decimal	Cue	
SE-125	1:23.670	0:00.000	decimal	Cue	
T-125	1:24.070	0:00.000	decimal	Cue	
T-125	1:25.775	0:00.000	decimal	Cue	
T-125	1:27.083	0:00.000	decimal	Cue	
T-125	1:28.580	0:00.000	decimal	Cue	
S-125	1:30.074	0:00.000	decimal	Cue	
C-125	1:33.090	0:00.000	decimal	Cue	
C-125	1:33.830	0:00.000	decimal	Cue	
C-125	1:34.584	0:00.000	decimal	Cue	
C-125	1:35.339	0:00.000	decimal	Cue	
C-125	1:36.442	0:00.000	decimal	Cue	
C-125	1:36.824	0:00.000	decimal	Cue	
C-125	1:37.208	0:00.000	decimal	Cue	
SE-125	1:37.208	0:00.000	decimal	Cue	
