Name	Start	Duration	Time Format	Type	Description
C-125	0:01.444	0:00.000	decimal	Cue	
C-125	0:02.124	0:00.000	decimal	Cue	
C-125	0:02.292	0:00.000	decimal	Cue	
C-125	0:02.464	0:00.000	decimal	Cue	
C-125	0:02.802	0:00.000	decimal	Cue	
C-125	0:03.489	0:00.000	decimal	Cue	
C-125	0:03.581	0:00.000	decimal	Cue	
C-125	0:03.665	0:00.000	decimal	Cue	
C-125	0:04.179	0:00.000	decimal	Cue	
C-125	0:04.864	0:00.000	decimal	Cue	
C-125	0:05.033	0:00.000	decimal	Cue	
C-125	0:05.207	0:00.000	decimal	Cue	
C-125	0:05.552	0:00.000	decimal	Cue	
C-125	0:06.235	0:00.000	decimal	Cue	
C-125	0:06.408	0:00.000	decimal	Cue	
C-125	0:06.576	0:00.000	decimal	Cue	
C-125	0:06.920	0:00.000	decimal	Cue	
C-125	0:07.611	0:00.000	decimal	Cue	
C-125	0:07.778	0:00.000	decimal	Cue	
C-125	0:07.948	0:00.000	decimal	Cue	
C-125	0:08.292	0:00.000	decimal	Cue	
C-125	0:08.977	0:00.000	decimal	Cue	
C-125	0:09.663	0:00.000	decimal	Cue	
C-125	0:10.354	0:00.000	decimal	Cue	
C-125	0:10.518	0:00.000	decimal	Cue	
C-125	0:10.694	0:00.000	decimal	Cue	
C-125	0:11.034	0:00.000	decimal	Cue	
C-125	0:11.378	0:00.000	decimal	Cue	
C-125	0:12.069	0:00.000	decimal	Cue	
C-125	0:12.750	0:00.000	decimal	Cue	
C-125	0:13.431	0:00.000	decimal	Cue	
C-125	0:14.120	0:00.000	decimal	Cue	
C-125	0:14.633	0:00.000	decimal	Cue	
C-125	0:14.806	0:00.000	decimal	Cue	
C-125	0:15.156	0:00.000	decimal	Cue	
C-125	0:15.488	0:00.000	decimal	Cue	
C-125	0:16.004	0:00.000	decimal	Cue	
C-125	0:16.097	0:00.000	decimal	Cue	
C-125	0:16.180	0:00.000	decimal	Cue	
C-125	0:16.862	0:00.000	decimal	Cue	
C-125	0:17.550	0:00.000	decimal	Cue	
C-125	0:18.235	0:00.000	decimal	Cue	
C-125	0:18.920	0:00.000	decimal	Cue	
C-125	0:19.606	0:00.000	decimal	Cue	
C-125	0:19.948	0:00.000	decimal	Cue	
C-125	0:20.289	0:00.000	decimal	Cue	
C-125	0:20.463	0:00.000	decimal	Cue	
C-125	0:20.632	0:00.000	decimal	Cue	
C-125	0:20.975	0:00.000	decimal	Cue	
C-125	0:21.663	0:00.000	decimal	Cue	
C-125	0:22.349	0:00.000	decimal	Cue	
C-125	0:23.035	0:00.000	decimal	Cue	
C-125	0:23.721	0:00.000	decimal	Cue	
C-125	0:24.406	0:00.000	decimal	Cue	
C-125	0:25.091	0:00.000	decimal	Cue	
C-125	0:25.600	0:00.000	decimal	Cue	
C-125	0:25.700	0:00.000	decimal	Cue	
C-125	0:25.783	0:00.000	decimal	Cue	
C-125	0:26.122	0:00.000	decimal	Cue	
C-125	0:26.460	0:00.000	decimal	Cue	
C-125	0:26.981	0:00.000	decimal	Cue	
C-125	0:27.069	0:00.000	decimal	Cue	
C-125	0:27.146	0:00.000	decimal	Cue	
C-125	0:27.494	0:00.000	decimal	Cue	
C-125	0:27.841	0:00.000	decimal	Cue	
C-125	0:28.865	0:00.000	decimal	Cue	
C-125	0:29.548	0:00.000	decimal	Cue	
C-125	0:30.237	0:00.000	decimal	Cue	
C-125	0:30.922	0:00.000	decimal	Cue	
C-125	0:31.263	0:00.000	decimal	Cue	
C-125	0:31.434	0:00.000	decimal	Cue	
C-125	0:31.534	0:00.000	decimal	Cue	
C-125	0:31.957	0:00.000	decimal	Cue	
C-125	0:32.300	0:00.000	decimal	Cue	
S-100	0:32.981	0:00.000	decimal	Cue	
C-100	0:33.660	0:00.000	decimal	Cue	
C-100	0:33.842	0:00.000	decimal	Cue	
SE-100	0:34.354	0:00.000	decimal	Cue	
C-100	0:35.039	0:00.000	decimal	Cue	
C-100	0:35.208	0:00.000	decimal	Cue	
S-100	0:35.724	0:00.000	decimal	Cue	
C-100	0:36.409	0:00.000	decimal	Cue	
C-100	0:36.582	0:00.000	decimal	Cue	
SE-100	0:37.089	0:00.000	decimal	Cue	
C-100	0:37.783	0:00.000	decimal	Cue	
C-100	0:37.946	0:00.000	decimal	Cue	
S-100	0:38.464	0:00.000	decimal	Cue	
C-100	0:39.149	0:00.000	decimal	Cue	
C-100	0:39.324	0:00.000	decimal	Cue	
SE-100	0:39.832	0:00.000	decimal	Cue	
C-100	0:40.526	0:00.000	decimal	Cue	
C-100	0:40.700	0:00.000	decimal	Cue	
S-100	0:41.206	0:00.000	decimal	Cue	
C-100	0:41.889	0:00.000	decimal	Cue	
C-100	0:42.061	0:00.000	decimal	Cue	
C-100	0:42.577	0:00.000	decimal	Cue	
C-100	0:43.091	0:00.000	decimal	Cue	
T-100	0:43.437	0:00.000	decimal	Cue	
SE-100	0:43.775	0:00.000	decimal	Cue	
C-125	0:44.635	0:00.000	decimal	Cue	
C-125	0:44.813	0:00.000	decimal	Cue	
S-125	0:45.318	0:00.000	decimal	Cue	
C-125	0:46.000	0:00.000	decimal	Cue	
C-125	0:46.174	0:00.000	decimal	Cue	
SE-125	0:46.693	0:00.000	decimal	Cue	
C-125	0:47.373	0:00.000	decimal	Cue	
C-125	0:47.546	0:00.000	decimal	Cue	
S-125	0:48.064	0:00.000	decimal	Cue	
C-125	0:48.750	0:00.000	decimal	Cue	
C-125	0:48.921	0:00.000	decimal	Cue	
SE-125	0:49.437	0:00.000	decimal	Cue	
C-125	0:50.123	0:00.000	decimal	Cue	
C-125	0:50.290	0:00.000	decimal	Cue	
S-125	0:50.800	0:00.000	decimal	Cue	
C-125	0:51.500	0:00.000	decimal	Cue	
C-125	0:51.664	0:00.000	decimal	Cue	
SE-125	0:52.180	0:00.000	decimal	Cue	
C-125	0:52.866	0:00.000	decimal	Cue	
C-125	0:53.036	0:00.000	decimal	Cue	
C-125	0:54.927	0:00.000	decimal	Cue	
S-100	0:55.265	0:00.000	decimal	Cue	
C-125	0:55.946	0:00.000	decimal	Cue	
C-125	0:56.635	0:00.000	decimal	Cue	
C-125	0:57.320	0:00.000	decimal	Cue	
C-100	0:58.000	0:00.000	decimal	Cue	
C-100	0:58.700	0:00.000	decimal	Cue	
C-100	0:59.376	0:00.000	decimal	Cue	
C-100	1:00.075	0:00.000	decimal	Cue	
C-100	1:00.751	0:00.000	decimal	Cue	
C-100	1:01.432	0:00.000	decimal	Cue	
C-100	1:02.117	0:00.000	decimal	Cue	
C-100	1:02.800	0:00.000	decimal	Cue	
